"asin","reviewer_id","reviewer_name","summary","review_text","overall","review_time","unix_review_time","helpful"
"0316228532","A1XCDX3ZL2QT87","Chris Davis","Casual Vacancy","This is exactly what I felt after waiting days for this book to come out, a casual vacancy. I have waited in line for hours, enjoyed every hour of reading and rereading Ms. Rowling's prior series, but this was disapointing as her first adult selection offering. I so look forward to her characters vividly coming to life but this one didn't do that for me. I will admit I didn't finish the book, and that almost never happens. Wish I had read a sample.",2,"10 24, 2012",1351036800,"[3, 5]"
"0316228532","A1X5CDYMURY82J","Chris Grady","Too many characters to get straight!","The book keeps my interest, but I am having trouble keeping the many characters straight~ Probably will not recommend this book!",3,"03 25, 2013",1364169600,"[0, 2]"
"0316228532","A1ET2USUUPZLZN","Chris","Charming but ultimately disappointing","First of all, I absolutely loved Rowling's writing style in the book.  Her storytelling is fabulous and I was completely charmed.  The book moves at the glacial pace that small towns typically do and I enjoyed that.  The characters were all facinating in their own unique ways.  Yes many were cliches but aren't we all cliches when it comes down to it.  My biggest complaint was the ending.  THERE WASN'T ONE!  It felt like she got to a deadline and simply stopped. Instead we are left with a deeply depressing ending with nothing learned and nothing gained by any of the central characters.  So I spent many enjoyable hours meandering through this small town but ultimately what was the point?  Sorry JK but I need a little more.  I don't need a happy ending but I need to feel like there is an actual point to a story like this.",2,"04 21, 2013",1366502400,"[0, 1]"
"0316228532","A1E9ATULKU5HX0","Chris","just wanted to see what her style of writing is beyond Harry Potter","The story kept my interest. The characters were interesting people. It's not exactly a blockbuster storyline, but it was ok.",4,"04 30, 2013",1367280000,"[1, 1]"
"0316228532","AH62BQTCMR3BR","Chris Roberts ""Chris Roberts""","The Billionaire and the Crack Head","Randomly self-generated headlines regarding J.K. Rowling's ""novel""...hmm...whatever it is:On Being J. K. Rowling Or How Reading Her Novel is Like Trekking Through a Vapid Wasteland of the Mind.Social Commentary Wrapped in Fiction, the Novel then wrapped in a Newspaper and kicked it into the Dustbin.Death Pays Pagford a Call, The Parish Councillor falls, Which Sets Off a Mad Free-for-all Or Why the Sleepy Little English Village Gone Amok Motif is Older Than God.How They Run the Game at The Fields Or Why J. K. Rowling's Wouldn't Know the Difference Between a Swaggering, Gold Toothed Crack Dealer and the Pretty, Pretty (damn expensive) Potted Orchids on her windowsills.Chris Roberts, God of Not So Great Britain",1,"09 28, 2012",1348790400,"[16, 119]"
"0316228532","A2EDF8M15LA651","christie ""christie""","gripping and shocking","There are a lot of mixed reviews about this book, so I wasn't really sure what to expect when I started reading. This is first adult novel by J.K. Rowling, the author of the Harry Potter books. It was quite the detour from those books, so I think lots of the readers when into it assuming it might have a hint of HP in there, and I think the Amazon reviews show this (around 800 for each of the stars). I've read a lot of witty, British novels, and compared to those this was a pretty good book.Based in a quiet, pretty, little English town, a member of the parish council suddenly dies, and the town is left to battle out who will take his spot. This novel is heavy with characters, and thought I often got confused as to who was who, Rowling writes incredibly strong personalities, creating a very believable dramatic plot line.It's a big book, and I struggled through some of it, but over all enjoyed it. I think this shows the breadth of styles in which Rowling can write, so it will be interesting to see if she writes another book in this genre, or something else entirely.I would suggest this for fans of Sophie Kinsella novels, Gone Girl, and Bridget Jone's Diary.",5,"07 4, 2013",1372896000,"[0, 0]"
"0316228532","A3NNMRA3L83X27","Christie","Adult maybe, grown-up not!","I was anticipating the release of The Casual Vacancy because it promised to be an interwoven tale of the residents of an English village.  Yesterday I eagerly went to my local bookstore where there they sat--big, thick copies of this wonderful sounding story.  I picked up my copy, bought it, and returned home to began to read.  What a disappointment it turned out to be!  Sure there were lots of characters but I didn't feel any sympathy toward them.  And the language!  No thanks, I don't need to read all that profanity and tasteless talk. Why couldn't this adult book be written for grown-ups?  Why is something considered ""adult"" because it is filled with tasteless profanity* just for the sake of it i.e. the F bomb ad nauseum?  We expect our children not to talk that way and read that stuff but as adults we accept it?  I guess I had hoped that Ms Rowling's story would be along the lines of other British writers such as Rosamunde Pilcher or Maeve Binchy.  Oh well, I'll have to just reread The Shell Seekers or Circle of Friends.One more thought, it is a shame that such a wonderful writer of children's books had to write her first ""adult book"" in this manner.  I wonder how many children will be so curious to read it and in doing so be quite sadly surprised and disappointed that their favorite author writes such garbage.*(In my original review I had used the term ""bathroom talk"" because isn't that what children get a kick out of--saying ""naughty words""? The people commenting on my review were so fixated on that term I decided I needed to revise my point).",1,"09 28, 2012",1348790400,"[43, 105]"
"0316228532","A1T7J3L2LHDH7H","Christina Rickman","Interesting and well written!","JK Rowling is a great author- her style of writing is unique and interesting. This book is all about characterization (as opposed to a particularly action packed plot-line) but JK Rowling keeps you interested and engaged with her witty insights on human nature. You finish feeling very unsettled because the characters and their emotions and intentions feel very real.",5,"01 14, 2014",1389657600,"[0, 0]"
"0316228532","A3GIB1EGVDQOYN","Christina Szrama","Trying too Hard","I LOVE the HP books.  As an adult, I just marvel at Rowling's ability to weave a complex story... she just thinks of EVERYTHING.  She's funny, and I loved most of all the ""life lessons"" of good-vs-evil, with there being both real evil and real good; imperfect characters who strive to do the right thing.  We cheer for the hard but fair teachers like Minerva McGonogal and Dumbledore.  We love the devoted (though far from perfect) families.This book is clearly from the same pen.  Good writing.  Funny, witty.  Layered, interweaving story.  But... no good-vs-evil... just lots of casual evil v slightly less evil.  No good teachers who are hard and fair, really.  No functional families.  I get what she's trying to do, I think-- to convey a sense of having to help the unfortunate as part of maintaining human hope & decency, NOT merely to see our efforts ""work.""  She successfully shows much strife for the mean pettiness it is.WAY too much swearing.  Way too much graphic sex-- or casual sex, or mention of sex, or mention of thoughts of sex.  Way too much graphic everything.  (Many times the f-bomb dropped right in the middle of Jesus' name, which is offensive to me).  It reminded me of Daniel Radcliff (who played HP in the movies) going out and riding a horse naked on stage the second he turned 18, trying too hard to prove ""I'm NOT a child actor anymore!""Rowling could have done all the things she set out to do without going overboard on the sex & violence.  I felt dirty reading this book.I swapped it out for ""Kisses for Katie,"" the true story of a teenager who has started a faith-based ministry feeding & schooling children in Uganda as well as adopting 13 girls... by age 22.  THAT book confronted so much darkness and suffering, yet left me encouraged and strengthened to do my part, rejoicing.  Totally different genre, yes, but the contrast stuck with me.",2,"10 1, 2012",1349049600,"[9, 27]"
"0316228532","A3M55W4QDL2SPG","Christine","Just a regular ol' book. Not great not awful.","I just finished this book. I bought it on September 28 and finished it on Nov 3. So, if it took me that long to read it, that means I am doing other things at reading time. Like looking up reviews of chip clips on Amazon. Which, of course,  means the book is not interesting enough to get me off the computer doing worthless activites to go and read it. Lots of characters, and I didn't really care about any of them, long and boring.... It wasn't terrible - but nothing to write home about either. I never would have picked it up if it wasn't this author. I was not expecting another Harry Potter - but it's really hard to believe this was by the same person. I would have read it no matter what - just to see what she wrote next, out of curiosity, but I would never tell someone ""Oh - you must read ""Casual Vacancy"", it's so good!"" It's not that good. I am glad to be done with it, when I read a book I truly love - I don't want it to end.",3,"11 4, 2012",1351987200,"[0, 0]"
"0316228532","A26B6EL4Z2G14G","Christine","Exceeded my expectations","Well written, interesting characters, very insightful. That there was no main character didn't bother me at all. I didn't want it to end!",5,"11 22, 2012",1353542400,"[2, 2]"
"0316228532","A2XBYXDG70BPWR","Christine Smith ""smithcd5744""","I liked it!","As others have said, it rambled around a bit and some of the characters seemed a bit contrived and sometimes vicious, but she is of course a great writer and it was enjoyable.  I stuck with it and was glad I did.  Interestingly, for someone who wrote the definitive young people's book, she gave the children, even the grown-up daughter, the power to affect their parents' lives.  Particularly in this case, when no one else seemed to call parents out on their poor behavior.  I will read her other books.",4,"05 23, 2014",1400803200,"[1, 1]"
"0316228532","A3A97DLV45IDVT","Christopher R. Wilson ""tynecastle14""","Powerful tale of fearing what you don't understand","This book started slowly, a bit like life in sleepy Pagford. But it steadily gathers steam as the characters start to interact in expected, and unexpected, ways. The end is a blur of resolutions to individual and collective storylines. I can't say if this book reflects life in rural England or not, but it makes a whale of a story!",5,"06 26, 2014",1403740800,"[0, 0]"
"0316228532","A1Q8B2FNQBLAKZ","Cindy Ratliff","J.K Rowling is a diverse as well as talented writer","As with her first endeavor, I wait anxiously for her next. Her whimsical humor and depth of understanding human nature shines through her writing; she never fails to entertain and move her readers.",4,"11 26, 2012",1353888000,"[1, 1]"
"0316228532","AVRYGBHNOZLWP","CJCACC 's mom ""Good reads, C""","Not worth the trouble","Honestly, I am a huge J.K. Rowling fan, that is the only reason I finished the book.I wanted so much to find a redeeming quality, I didn't find one. The characters are horrible all around, My heart broke for Robbie... And for the minutes I lost reading this book.It is not worth the money or the time I invested reading this garbage... I could not tell you what the story line was.I even asked for a refund.",1,"10 1, 2012",1349049600,"[9, 26]"
"0316228532","AOE0S6MGS4HBD","Cj","Not terrible, but didn't feel the need to finish it","Had me hooked for a little while, then it got bogged down with so many characters and their sad lives that I didn't feel the need to finish it. I probably will someday, but I'm not in a rush.",3,"12 18, 2012",1355788800,"[0, 5]"
"0316228532","A3MMV8VVAOVK3B","ckodin","Loved it!","I hope that Rowling contines to write adult fiction. I couldn't put this book down. The characters are so intense and weave an excellent story.",5,"10 13, 2012",1350086400,"[1, 1]"
"0316228532","A3W17HM9TBKG05","CLAIRE BIRNBAUM","a different type of reading!","It is amazing how from a simple day to day small town occurence, an excellent writer can create a compelling story! Kept me wanting to read to the end.",4,"09 3, 2013",1378166400,"[1, 1]"
"0316228532","AMDNSVK04R9C8","Claire","Casual Vacancy","Another good one from Rowling. Not Harry Potter, but an interesting change and she can curse like the rest of us. You go girl!",5,"12 4, 2012",1354579200,"[1, 4]"
"0316228532","A37O4KQCKKKGEI","Clara Beard","Good, but not excellent","It is an interesting, engrossing read, but suffers, somewhat, from a lack of judicious editing. Rowling can definitely weave a tale.",3,"07 4, 2014",1404432000,"[0, 0]"
"0316228532","A2MILWSL870XQ0","Clare Lonnon","Disappointment in reading a J.K. Rowling book","I found this difficult to read and could not do so without a dictionary beside me, which slowed down the reading process. The story line left me cold regarding the destructive  attitudes of the characters, and the sexual approach to the younger ones. I know that I am naive regarding the youth of today. I have not read any Harry Potter Books but have seen the movies, and I find the violence in todays movies aimed at the youth is overwhelming. e.g. The hunger games.  It is no wonder we are going to hell in a hand basket.p.s. I consider myself well read and educated but a lot of the words eluded me and when I learnt their meaning could not work out how I would use them in my conversations.",3,"11 13, 2013",1384300800,"[0, 2]"
"0316228532","A1G45ALF14M1XX","Clark","Exceeded my expectations","I have to admit that I was skeptical about this book.  I wasn't sure that J.K. Rowling could write a story for adults that would be worth reading.  I am glad to say that I was wrong.  It is a powerful story that will stay with you long after you read it.  It is obvious that J.K. Rowling really knew what she was writing about.It is not a book for children and it was never marketed for children.  It is for adults.  Don't bother reading if you expect this book to be similar to the Harry Potter series.  Do read this book if you enjoy reading works from authors who are truly talented and on top of their game.  I cannot recommend this book enough.",5,"10 22, 2012",1350864000,"[1, 1]"
"0316228532","A1V56ED2NJXYL4","'Classical' Texan","Avid reader","I am a J.K. Rowling fan--at least until this book.  From the beginning, I could sense that this book was going to be a ""downer"", however, I was determined to give it the attention I felt it deserved.  I read the entire book, and there was not a single scene that made me feel good.  The characters were self-centered, selfish, dishonest, and downright mean--teens and adults alike!  The situations, while probably true-to-life, were depressing and dark.  When I finished the book, I was in a royal 'funk' for a couple of days just thinking about it.  Maybe that is the sign of a good book (having the reader 'think' about it afterwards) but I didn't like feeling that way.  Unless you enjoy reading dark and depressing stories, you better steer clear.",1,"10 21, 2012",1350777600,"[1, 3]"
"0316228532","A1WIGKW20UT7NK","claudia swisher","Not Potter but That's OK","Because my mother was a huge Anglophile and I have seen a ton of British comedy films, I understood this genre and fell right into the world of this tiny town with its tiny-minded inhabitants. Pagford is the center (centre) of their existence, and everyone knows everyone else's business. But, once the doors are closed, families are hiding secrets that are crippling. Children are abused, mental illness rules, dissatisfaction and sadness. Small meanness keeps some hearts forever closed.Add to this, the fear we in the US see when we talk about poor people, drug abuse, welfare concerns. As a deeply-involved character study, this book looks at politics and the lengths people will go to avoid having to let go of preconceived notions of others.The Council of Pagford is gearing up for an ugly battle over The Fields -- a neighborhood that is legally a part of Pagford, a neighborhood of poor people with few prospects and few champions on the Council -- especially since Barry Fairbrother, a Fields success story, dies in the first scene. Barry is one of those stories 'reformers' love to tell...he grew up without much hope, but he fought for opportunities and he made something out of himself. His mission in life, before his unfortunate death, was to give a hand-up for others in the Fields, to show others they can do it too. This is not a welcome message for Howard, Barry's principal rival on the Council. He wants to shut down services to the people in the Fields and cut them loose from any support.With Barry's death, an opening in the Council becomes the prize for pro-and anti-Fields townspeople. We see the machinations behind the scenes and men in Pagford begin considering their own run.One of the criticisms of the book is the fact there are so many characters. I found it hard at first to keep track, so I made a chart to refer back to. This is one of those elements that reminded me of the old films Mom and I watched...SEEING the actors would be much easier than reading the names. If there was a character Rowling should have cut, I'd love for someone to give me that name. Every one added authenticity to this town. Every one contributed to the shattering climax.I found myself drawn to the young people...friends and classmates in the school the Pagford community wants to keep 'pure', code for 'free of Fields' kids.'Simon decides to run...but will his horrendous abuse, temper, and illegal dealings come out? His son Andrew hopes so.Colin decides to run...the assistant headmaster of the school...but his wife seems to brood on a secret she fears will come to light. Their son ""Fats"" is a walking time bomb, aimed in his parents' direction.Miles, Howard's son, has the inside track and seems to be blithering toward the office.Gumming up the works for everyone is Krystal Weedon. Krystal is a posterchild for what's wrong with the Fields: addict mother who turns tricks, anger issues, mouth of a sailor. She's also a shining example of a Fields child who can be saved: a good heart, devotion to her little brother and great-grandmother, smarts, and athletic ability.We see the pettiness of prejudiced people...their fear of people who are difference, their meanness, their back-stabbing. Their inability to see from someone else's point of view. Their eagerness to throw away people who are different.The Fields are inhabited by the 47%. People who ARE struggling, people who have (some of them) given up. Rowling does a masterful job of showing how hard it is to nurture hope when the world seems to be against you. Exactly how often is a person supposed to get back up when the world beats you down, and there's no one with a helping hand? But she shows us there is much worth saving...if the policymakers will have the Christian courage to love their neighbors. I found the parallels to our own country uncomfortably compelling.I was fascinated by her young people and their internal struggles...every one, despite the home he or she might live in, lives an internal life of fear and pain, of anger and revenge. They learn revenge hurts everyone, but I have the most hope for the teens. I fear for their parents...I'm not sure much has been learned.The community's indifference and self-centeredness contribute to the ultimate tragedy.I loved this book...the complicated characters, every one a full-drawn, rounded character, the relationships, the DALLOWAY-like crossing of the characters as she draws us from one scene into another. The glimpse into British politics. The lesson that humans are more alike than we're different.flag",5,"10 13, 2012",1350086400,"[5, 5]"
"0316228532","AA36X2REJOPDC","Claus Stahnke","No magic, but a lot of suspense","Well written, social realistic novel, about the lack of understanding we have for each other, rich vs poor, children vs parents, teachers vs students, and the complications that can come from this.The action is very slow paced, and the focus is in explaining the many main characters beliefs and thoughts, basically explaining how they can do what others may see as completely unacceptable.",3,"10 21, 2012",1350777600,"[0, 0]"
"0316228532","A19CU46MWHUCGD","clinda pistorius","Slow start...","Story was wrapped up in the end....only disliked the disturbingly realistic homelife of all!  Four out of five given because of the slow start.",4,"12 10, 2012",1355097600,"[2, 4]"
"0316228532","AT9NMN6STEZMB","Clive J. Payne","The Casual Vacancy","Takes too long to 'get into the story' with long drawn out introductions to the characters. Perhaps I'd have enjoyed IF I was a Harry Potter fan and 50 years younger.",3,"02 1, 2013",1359676800,"[0, 1]"
"0316228532","A2QZVW56O4WSBT","Cloggie Downunder","a brilliant read.","The Casual Vacancy is the first adult novel by popular British author, J.K.Rowling. This contemporary fiction is set in the seemingly idyllic English village of Pagford, where the sudden death of Parish Councillor, Barry Fairbrother creates a casual vacancy on the parish council. As subsequent events are narrated from the points of view of various different characters, the picture emerges of a village whose inhabitants are not all satisfied with their lot in life, a village of simmering tensions waiting to boil over. Rowling's characters are easily recognisable as the denizens of the typical English village, but at the same time, show individual depth and appeal (or repugnance, as the case may be). And it seems quite a few of the characters have a secret (or two). The setting, characters and events will resonate with readers, and these same happenings drive the characters to desperate actions that ultimately result in tragedy for some. Rowling manages to pack quite a lot into this novel: she has an obese megalomaniac, drug addicts, computer-savvy teens, a fawning wife, a violent husband and father, an anxious teacher, and a caring social worker, to name just a few. There is domestic violence, rape, racism, corruption, self-mutilation, bullying, gossip, teen pregnancy, child abuse and SQL injection. But if this sounds depressing, it is relieved by the underlying black humour that fills the novel.  This all comes together to make a brilliant read.",5,"08 17, 2013",1376697600,"[2, 2]"
"0316228532","A1HA4FUKA17Q0B","Clue Giver ""Clue Giver""","Really enjoyed the change","I knew this would be nothing like we have seen before as fans of JK Rowling.  I have always considered myself a fan of Rowling rather than just a HP fan; and all the things I have come to love and expect from her writing was present; clever, complex polt, witty turns of phrase, and beautiful descriptions that are true to life.  I am no expert, but most importantly for me is that there is more to the story than merely the story... just as in Harry Potter there is much depth and symbolism that transcends the story.  I hope to see much much much more from Rowling in the future.",4,"01 3, 2013",1357171200,"[0, 0]"
"0316228532","A2U0IAD65TNRII","C. Mannarino ""Reader Writer""","Great Read!","I came away impressed by JK Rowling's adult book overall. I think she had strong points and the book kept me engrossed.",4,"04 4, 2013",1365033600,"[1, 4]"
"0316228532","A2F9BZJO2H6ZPD","C. Mannino","Interesting, but don't expect great literature","J.K. Rowling's first novel for adults is a far cry from Harry Potter.  At times, it felt almost like she was trying to prove that she could write for adults.  There are graphic scenes of drug use, violence, and sex.  It reads almost like Trainspotting at times.The story is centered a seemingly ideal town in rural England, and focuses on everyone's issues and problems.  For me, that was one of the biggest flaws with the book.  Rather than pick a single character- Rowling insists on telling EVERYONE's story- pretty much simultaneously.  I don't mind multiple viewpoint novels (George R.R. Martin comes to mind), but Rowling's use of it in Casual Vacancy is haphazard.  She jumps points of view dozens of times within each chapter- sometimes switching in the middle of a paragraph.  On top of that, there is absolutely no one to identify with.  By the end of the book there were some characters I pitied, or hoped turned out ok- but even then there weren't many  characters that I actually liked.  Wading through a 500 page book that's switching rapidly between fairly awful people was tough at times.  In all honesty, if this had been written by anyone else, I probably would have stopped reading halfway through.Despite all of that, I still give it three stars.  Her portrayal of the town had a realism to it that was good, and the very end tied all of the strings together in a fairly clever way.",3,"08 1, 2013",1375315200,"[0, 2]"
"0316228532","A2XW6YQ5MBIDUA","C. McGowan ""CL McGowan""","The Casual Vacancy - A journey worth remembering...","And here we thought we'd never get to this point. The review of The Casual Vacancy.I've posted a few things en route on this book, because reading it was like a journey and on a journey, you make pit stops from time to time. Really, all books are a journey, but this one in particular expanded my horizons. Much like that cross-country drive you take to save money by not flying; there's that mid-drive lull when you wonder 'why on earth did we drive?' until that moment of spectacular view and you tell yourself, 'that's why...'The Casual Vacancy has a spectacular view.As most people know, The Casual Vacancy is written by super-selling Harry Potter author, JK Rowling. She's the author with the million-dollar idea of a bespectacled magical boy. Literally, a multi-million dollar idea.With such a platform already built, branching out into a new genre, adult fiction, was a leap someone with her status was able to take without fear of failure. I'd like to believe as an author, she does worry if her work will be accepted or rejected by the masses, but that worry does not include her financial status.The Casual Vacancy is a triumph for Rowling. Keep writing. Please.The Novel:The premise of the novel centers around the death of Barry Fairbrother, who dies unexpectedly in his early forties. Being all of this takes place in the very small town of Pagford, the little idyllic English abode is in shock (apparently, small towns are the same everywhere). Barry was every man's man, and every woman's secret crush. He had a way of ingratiating himself upon people be it with fine talk, a cajoling laugh, or a kindred spirit. He was noted as the living embodiment of a self-made man that harbored no arrogance about it. And his death reveals all the vengeance that has been swept under the rug for years in Pagford because his death leaves an open seat on the council, and political battles reveal the deep demons festering in the hearts of every citizen existing among the cobbled streets and ancient abbey. This empty seat soon becomes the catapult of a full-blown town war. Awaiting with baited breath who will fill this seat takes the reader into the minds of Pagford's citizens from the rich to the poor, the educated and uneducated, and the self-proclaimed high to the very, very low. The book is thought-provoking with regular twists and turns. A solid read.The Review:For me, the book started strong. I felt an immediate connection to the characters and even though Barry Fairbrother's death occurs early in the novel, I felt sadness for his departure. This is a testament to the brilliant writing style of Rowling. Too often, authors kill a character early on without establishing a real connection with the reader, and consequently it leaves the reader feeling like they lost only a stranger. Fairbrother's death establishes a thread that winds throughout the novel.The town of Pagford is well depicted. I can still see it in my mind's eye. It's quaint and charming, but at the same time, cold and gray. Rowling does an excellent job developing the backdrop for the story to include how this backdrop intertwines with the plot.Her characters are so visceral. She explores the lives of not only the adults in the town, but also the teens and the very real affect they take on the lives of their parents, their teachers, the headmaster, and the counselors. She exposes the viscous cycle of the educated and the uneducated, and blows the roof off the hypocritical alliance the rich people of Pagford have for the poor they ""are trying to help.""  Her portrayal of the high school students I found to be expertly written as it captured the way I often view the students I teach everyday; and sadly this was not a good thing. I think, as a teacher, it gave me some comfort to know that across the ocean, teenagers are the same. I was beginning to think we only had true pricks in America.It is certainly true this book is not for children. There is the foulest of language and horrible, depraved depictions of sex. The context of the book really requires you to examine marriage, friendships, and acquaintances in a new way. It causes one to think about trust and how very fragile this is, and it plays to the fantasy life both men and women desire to have amidst the reality they are living in. This book is not for the faint of heart.The Casual Vacancy is a literary read. It is not fast paced nor action packed, but it is deep. I found there was a lull mid-way for me, but as I pressed on I understood the intentionality of this choice by the author. Real life is not always in fast-forward, and this book is a snapshot of real people, of real life.In the end, I would give this book 5 out of 5 stars, a rating I rarely establish upon any book. I know I will continue to think about the lessons and depth of emotion created by Rowling in this novel for years to come. That, my friends, is the mark of a good book.",5,"11 12, 2012",1352678400,"[0, 0]"
"0316228532","A12NN1E9U93GG5","C. McKee ""fan of reading""","Okay","This book seemed like J.K. Rowling was trying too hard to write for adults. The book is about a town no one would want to live in and all the messed up people who live there. Apparently the one &#34;good&#34; person has died creating the Casual Vacancy on the town board which causes everyone's secrets to be exposed. Not something I would recommend reading.",3,"09 3, 2013",1378166400,"[0, 1]"
"0316228532","A2YB31Z4QU3I6M","C. Meyer","Took it back","I bought this book for my 23yo daughter as a birthday present.  One day later she asked me to take it back because it was filthy.  She has no interest in reading the F word all the time.  They say it is J.K. Rowling's first book for adults, but what gave her the idea that truly mature adults want to hear the F-bomb all the time?",1,"10 4, 2012",1349308800,"[13, 26]"
"0316228532","ABIAIFNAA8GS4","C. M. Poole","I enjoyed it after all","This is by no means a children's book, which I think we have established.  This is also a very British book.  Most may not understand some of the slang used (especially by the more 'lower-class' characters) unless you understand British slang and culture very well.  If you have seen the TV series Skins, then I imagined it to be similar, only there is a lot more adult character attention and politics.Without spoiling too much, the main topics in the book are politics, drug addiction, death, teenage frolics, sex, and plenty of language to suit them.  At first I thought Rowling was over-using bad language to set this book far apart from Harry Potter, but in the end I decided the use of harsh or shocking language was to appropriate to emphasize the characters personalities.  Without it, you may mis-judge them.Rowling's writing is still very good.  Despite the main plot subject matter, she was still able to keep my attention with her great similes and metaphors, that often elicit a chuckle or two.  The humor is not overbearing, and woven in, leaning more toward dark comedy.  Be ready to meet a lot of characters within the first chapters.  It was a little confusing at first, and by the end I still got a couple mixed up, but I was able to figure out who was who.  The book is steady, and you may have a hard time connecting with the characters at first.  As events start to unfold, you should begin to like them for who they are.  I don't agree with some reviews that I read that said they were completely hollow or unlikeable.Eventually, the story builds up to a climactic and shockingly sad ending, which I thought was very Skins-esque in that it is very hard hitting, dramatic, and sombre, but also very real.",4,"10 10, 2012",1349827200,"[4, 4]"
"0316228532","A1JCTV22FDWXVF","C. ""new graduate""","The Casual Vacancy by J.K. Rowling","I am half way through this novel by J.K. Rowling. It is terrific. I have to force myself to stop reading it at night and get some sleep.Carol",5,"11 12, 2013",1384214400,"[0, 0]"
"0316228532","A247FSRG29BZU7","C. O'Connell ""Carole""","Sadly disappointed.","As magical and adventurous the characters  in The Harry Potter books were, the characters in this book are the exact opposite.  Only their  dark side is shown.  In this whole  set of villagers,  there's not  one redeeming value presented.  It is probably well written,  but I couldn't see the forest from the trees.  I listened to it, and there is just unrelenting darkness.",1,"10 2, 2012",1349136000,"[6, 15]"
"0316228532","AHLXBH4XYUDG7","Cody Jarred Stubben","As captivating as Potter, without the magic.","The story was wonderful. I loved reading about the council site hacking, the slum drug use, and the tramp wife flirting with a child. All this combined to make a page turner, knocking out the 500+ pages within a week.Check it out! You won't be disappointed.",5,"07 15, 2013",1373846400,"[0, 0]"
"0316228532","A1LBGXE29GG1IR","Coffee Addicted Writer's Reviews ""Billy""","Beautifully Written, but Flawed","J. K. Rowling is one of the most successful writers of all time due to her Harry Potter franchise becoming a worldwide phenomenon. I was a bit surprised when she announced that she was writing an adult book instead of another children fantasy series. The moment she made the announcement the pressure for success was on her.Every fan, every reader, and every critic are expecting another Harry Potter, but in reality what we get is a small town drama with a bit of dark humor mixed in. The book is getting mixed to negative reviews from critics and fans because of the sudden change in genre. J. K. Rowling warned everyone that she was writing a different kind of book.Why is everyone so disappointed?Let me tell you the plot of The Casual Vacancy.The book opens on a Sunday evening in the small English town of Pagford where Barry Fairbrother drops dead! His wife, kids, and friends are mourning his death, but not everybody cared for him. You see Barry was on the town council and now because of his death there is a casual vacancy. In other words, his spot on the council is open and there are citizens that would die to fill it. In Barry's control, prior to his death, was the rough part of town known as ""The Fields"" and the lease to the local drug clinic, which are both now up for grabs. The three men interested in the seat are Cubby Wall (Barry's friend and deputy headmaster of the school) Simon Price (He's a hateful man, especially toward his teenage son, Andrew), and Miles Mollison.After reading several reviews, I saw that readers were comparing this book to the Harry Potter series, which is completely unfair in my opinion. You can't compare a children's book to an adult book. It's like comparing Judy Blume's Tales of a Fourth Grade Nothing to her adult book Wifey. The two books have nothing in common except for the fact that they are written by the same author. I started reading The Causal Vacancy as is, keeping Harry Potter far from my mind.How did I like it?That's a tough question, because it took me forever to finish reading it. J.K. Rowing is one of the greatest authors of our generation. She is a skillful writer. I would even compare her writing style to Jane Austen and Charles Dickens. The Causal Vacancy is filled unlikable and flawed characters. The only character that I even liked was the teenager Krystal Weedon, who is a drug user, swears like a sailor, and will throw a punch at anyone that ticks her off. Her mother is pathetic excuse for a human being as she is heavy into drugs and is neglecting Krystal and her little brother, Robbie.The Causal Vacancy is a dark twisted satire of our society and how people will do anything to get what they want.Will there be a sequel?Considering the negative reviews, I highly doubt it, but the ending leaves it opens for future installments.After reading the book I'm left with a sour taste in my mouth. Yes, it is beautifully written, but it is quite boring with way too many characters, actually there is not even a main character which is part of the book's problem. I respect the author decision to write something completely different than anyone would expect. The Casual Vacancy will never be considered a classic and it will probably never be adapted to film or television. The book is not for everyone. Your have to read it with an open mind. In the end, I neither liked nor hated the book.",3,"10 13, 2012",1350086400,"[1, 1]"
"0316228532","A4NW0U5TTXTJE","Coffee Lover ""Jan""","The darker side of small town life","This 1st venture into adult fiction is a captivating  journey into small town life beyond the Disney dream. Whether in Scotland or the US, the jealousies and prejudices of people are caught in a realistic manner.  The young characters are drawn the best with all their flaws and tributes.  This book could provide exuberant discussion in a book club.  Good vs. selfishness is an ample theme throughout the very believable plot.",4,"12 5, 2012",1354665600,"[1, 2]"
"0316228532","A1CLCTF2STQRH7","Colleen F Dale","Good Read","Very good story, but moved a little slowly in the middle.  Would have benefitted from a little more editing and wordiness.",4,"01 12, 2013",1357948800,"[0, 0]"
"0316228532","A1BLSZBV5EGN44","Colleen J. Nicholson ""live to read, read to l...","Not Harry Potter!","I liked her Harry Potter stories but am very put off on her &#34;adult&#34; stories.  I will find other authors for that.",2,"11 15, 2013",1384473600,"[0, 2]"
"0316228532","A1IW3SKQGIPUS7","Colleen Loehr","I was transformed by reading this novel","This is a brilliant and powerful novel. With fearless accuracy Rowling describes what is ugliest and then goes deeper- drilling down to the deepest truth of all- the inexplicable beauty hidden in ugliness. In life we go through changes, and the characters in this novel go through deep changes- and I changed with them. As human beings we are saddled with selfishness and smallness, yet sometimes the walls of egotism are torn down and something  surprising comes through. The last several chapters build up to a crescendo ending. Without sentimentality or shallowness, going down into the grittiest of human experiences, J.K. Rowling manages to find jewels of redemption.",5,"10 8, 2012",1349654400,"[6, 8]"
